Disease,Week 24,Week 23,Week 22,Week 21,Total so far 2015,Same Period 2014,Same period 2013,,,,,,,,
Acute Encephalitis/Meningitis Bacterial,2,0,1,0,25,37,28,,,,,,,,
Acute Encephalitis/Meningitis Viral,0,1,0,0,2,3,2,,,,,,,,
Anthrax,0,0,0,0,0,0,1,, ,,,,,,
Chickenpox,24,42,47,36,899,1155,931,, ,,,,,,
Cholera,0,0,0,0,0,0,0,, ,,,,,,
Diphtheria,0,0,0,0,0,0,0,, ,,,,,,
Dysentery,1,1,0,1,20,5,3,, ,,,,,,
Food Poisoning,47,36,50,42,773,735,731,, ,,,,,,
Gastroenteritis (< 2years),0,2,1,0,112,208,395,,, ,,,,,
Hepatitis A,0,0,0,0,7,2,2,,, , , ,,,
Hepatitis B,2,1,0,0,46,58,44,,, , , , ,,
Hepatitis Unspecified,0,0,0,0,0,0,0,, ,,, ,,,
Legionnaires' Disease,0,0,0,0,2,3,4,,, ,, ,, ,
Leptospirosis,0,0,0,1,2,0,0,, , , , ,,,
Malaria,0,0,0,0,1,5,3,,, ,,, ,,
Measles,0,1,0,1,11,10,45,, , , , ,,,
Meningococcal Septicaemia,0,0,0,0,9,12,14,,, , , , ,,
Mumps,8,9,6,7,159,27,562,, ,, ,,, ,
Paratyphoid Fever,0,0,0,0,0,0,1,,,, ,,,, 
Plague,0,0,0,0,0,0,0,, , ,,,,,
Poliomyelitis (Paralytic),0,0,0,0,0,0,0,,,, ,,,,
Poliomyelitis (Acute),0,0,0,0,0,0,0,, , ,,,,, 
Rabies,0,0,0,0,1,0,0,, , ,,,,,
Relapsing Fever,0,0,0,0,0,0,0,, , ,,,,,
Rubella,1,0,0,0,4,3,8,,, ,,,,,
Scarlet Fever,2,14,7,7,263,477,126,, ,,,,,,
Smallpox,0,0,0,0,0,0,0,,, ,,,,,
Tetanus,0,0,0,0,2,0,0,, ,,,,,,
Tuberculosis (Pulmonary),2,3,1,0,23,38,15,, , ,,,,,
Tuberculosis (Non Pulmonary),1,0,0,0,16,19,18,, ,,,,,,
Typhoid,0,0,0,0,0,0,0,, , ,,,,,
Typhus,0,0,0,0,0,0,0, , , ,,,,,
Viral Haemorraghic Fever,0,0,0,0,0,0,0,, , ,,,,,
Whooping Cough,4,4,1,2,35,17,61,, , ,,,,,
Yellow Fever,0,0,0,0,0,0,0,, ,,,,,,
Total,94,114,114,97,2412,2814,2994,, , ,,,,,
,,,,,,,,, , ,,,,,
"Food poisoning notifications include those formally notified by clinicians and reports of Salmonella, Campylobacter, Cryptosporidium, Giardia, Listeria ",,,,,,,,, , ,,,,,
and E Coli O 157 informally ascertained from laboratories.,,, ,,, , , , ,, ,,,,
,,, ,,,,, , ,,,,,,
*Data Provisional,,, ,, ,, , , , ,,,,,
,,, , , ,,, ,,,,,,,
,,, , ,,,,,,,,,,,
,,, , ,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,, ,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,, ,,,,,,,,,,,,
