Disease,Week 35,Week 34,Week 33,Week 32,Total so far 2015,Same Period 2014,Same period 2013,,,,,,,,
Acute Encephalitis/Meningitis Bacterial,1,1,0,0,32,43,39,,,,,,,,
Acute Encephalitis/Meningitis Viral,0,0,0,0,4,7,5,,,,,,,,
Anthrax,0,0,0,0,0,0,2,, ,,,,,,
Chickenpox,10,18,27,33,1220,1380,1285,, ,,,,,,
Cholera,0,0,0,0,0,0,0,, ,,,,,,
Diphtheria,0,0,0,0,0,0,0,, , ,,,,,
Dysentery,0,0,2,1,27,15,4,, ,,,,,,
Food Poisoning,51,38,57,41,1279,1264,1209,, , ,,,,,
Gastroenteritis (< 2years),4,0,0,2,174,327,460,,, ,,,,,
Hepatitis A,0,0,0,0,7,2,4,,, , , ,,,
Hepatitis B,1,1,1,0,73,89,69,,, , , , ,,
Hepatitis Unspecified,0,0,0,0,0,0,0,, ,,, ,,,
Legionnaires' Disease,2,1,1,0,9,3,6,,, ,, ,, ,
Leptospirosis,0,0,0,0,2,0,0,, , , , ,,,
Malaria,0,1,0,0,3,5,3,,, ,,, ,,
Measles,0,0,0,0,13,12,51,, , , , ,,,
Meningococcal Septicaemia,0,0,0,1,10,18,20,,, , , , ,,
Mumps,2,2,0,3,190,44,633,, ,, ,,, ,
Paratyphoid Fever,0,0,0,0,0,1,1,,,, ,,,, 
Plague,0,0,0,0,0,0,0,, , ,,,,,
Poliomyelitis (Paralytic),0,0,0,0,0,0,0,,,, ,,,,
Poliomyelitis (Acute),0,0,0,0,0,0,0,, , ,,,,, 
Rabies,0,0,0,0,0,0,0,, , ,,,,,
Relapsing Fever,0,0,0,0,0,0,0,, , ,,,,,
Rubella,0,0,0,0,5,6,10,,, ,,,,,
Scarlet Fever,2,3,4,1,306,531,149,, , ,,,,,
Smallpox,0,0,0,0,0,0,0,,, ,,,,,
Tetanus,0,0,0,0,2,0,0,, , ,,,,,
Tuberculosis (Pulmonary),0,1,0,0,25,49,26,, , ,,,,,
Tuberculosis (Non Pulmonary),0,2,0,1,23,24,26,, ,,,,,,
Typhoid,0,0,0,0,0,0,0,, , ,,,,,
Typhus,0,0,0,0,0,0,0, , , ,,,,,
Viral Haemorraghic Fever,0,0,0,0,0,0,1,, , , ,,,,
Whooping Cough,8,4,1,10,75,21,69,, , , ,,,,
Yellow Fever,0,0,0,0,0,0,0,, , ,,,,,
Total,81,72,93,93,3479,3841,4072,, , ,,,,,
,,,,,,,,, , ,,,,,
"Food poisoning notifications include those formally notified by clinicians and reports of Salmonella, Campylobacter, Cryptosporidium, Giardia, Listeria ",,,,,,,,, , ,,,,,
and E Coli O 157 informally ascertained from laboratories.,,, ,,, , , , ,, ,,,,
,,, ,,,,, , ,,,,,,
*Data Provisional,,, ,, ,, , , , ,,,,,
,,, , , ,,, ,,,,,,,
,,, , ,,,,,,,,,,,
,,, , ,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,, ,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,, ,,,,,,,,,,,,
