Disease,Week 37,Week 36,Week 35,Week 34,Total so far 2015,Same Period 2014,Same period 2013,,,,,,,,
Acute Encephalitis/Meningitis Bacterial,1,0,1,1,33,43,40,,,,,,,,
Acute Encephalitis/Meningitis Viral,0,0,0,0,4,7,5,,,,,,,,
Anthrax,0,0,0,0,0,0,2,, ,,,,,,
Chickenpox,17,9,10,18,1246,1394,1304,, ,,,,,,
Cholera,0,0,0,0,0,0,0,, ,,,,,,
Diphtheria,0,0,0,0,0,0,0,, , ,,,,,
Dysentery,0,2,0,0,29,15,4,, ,,,,,,
Food Poisoning,38,45,51,38,1362,1352,1289,, , ,,,,,
Gastroenteritis (< 2years),2,3,4,0,179,337,468,,, ,,,,,
Hepatitis A,0,0,0,0,7,2,4,,, , , ,,,
Hepatitis B,2,0,1,1,76,93,76,,, , , , ,,
Hepatitis Unspecified,0,0,0,0,0,0,0,, ,,, ,,,
Legionnaires' Disease,1,0,1,1,10,4,7,,, ,, ,, ,
Leptospirosis,0,0,0,0,2,0,1,, , , , ,,,
Malaria,0,0,0,1,3,5,4,,, ,,, ,,
Measles,0,0,0,0,13,13,51,, , , , ,,,
Meningococcal Septicaemia,1,0,0,0,11,18,21,,, , , , ,,
Mumps,6,4,2,2,200,47,638,, ,, ,,, ,
Paratyphoid Fever,0,0,0,0,0,1,1,,,, ,,,, 
Plague,0,0,0,0,0,0,0,, , ,,,,,
Poliomyelitis (Paralytic),0,0,0,0,0,0,0,,,, ,,,,
Poliomyelitis (Acute),0,0,0,0,0,0,0,, , ,,,,, 
Rabies,0,0,0,0,0,0,0,, , ,,,,,
Relapsing Fever,0,0,0,0,0,0,0,, , ,,,,,
Rubella,0,0,0,0,5,6,10,,, ,,,,,
Scarlet Fever,4,0,2,3,310,542,149,, , ,,,,,
Smallpox,0,0,0,0,0,0,0,, , ,,,,,
Tetanus,0,0,0,0,2,0,0,, , ,,,,,
Tuberculosis (Pulmonary),0,0,0,1,25,53,28,, , ,,,,,
Tuberculosis (Non Pulmonary),2,0,0,2,25,26,27,, ,,,,,,
Typhoid,0,0,0,0,0,0,0,, , ,,,,,
Typhus,0,0,0,0,0,0,0, , , ,,,,,
Viral Haemorraghic Fever,0,0,0,0,0,0,1,, , , ,,,,
Whooping Cough,1,5,8,4,81,23,69,, , , ,,,,
Yellow Fever,0,0,0,0,0,0,0,, , ,,,,,
Total,75,68,80,72,3623,3981,4199,, , ,,,,,
,,,,,,,,, , ,,,,,
"Food poisoning notifications include those formally notified by clinicians and reports of Salmonella, Campylobacter, Cryptosporidium, Giardia, Listeria ",,,,,,,,, , ,,,,,
and E Coli O 157 informally ascertained from laboratories.,,, ,,, , , , ,, ,,,,
,,, ,,,,, , ,,,,,,
*Data Provisional,,, ,, ,, , , , ,,,,,
,,, , , ,,, ,,,,,,,
,,, , ,,,,,,,,,,,
,,, , ,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,, ,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,, ,,,,,,,,,,,,
