Disease,Week 4,Week 3,Week 2,Week 1,Total so far 2016,Same period 2015,Same period 2014,,,,,,,,
Acute Encephalitis/Meningitis Bacterial,5,1,1,2,9,5,9,,, ,,,,,
Acute Encephalitis/Meningitis Viral,0,0,1,0,1,0,0,,,,,,,,
Anthrax,0,0,0,0,0,0,0,, ,,,,,,
Chickenpox,21,11,45,31,108,124,116,, , ,, ,,,
Cholera,0,0,0,0,0,0,0,, , ,,,,,
Diphtheria,0,0,0,0,0,0,0,, , ,,,,,
Dysentery,0,0,1,0,1,3,0,, ,,,,,,
Food Poisoning,32,24,34,25,115,95,82,, , ,,,,,
Gastroenteritis (< 2years),1,0,5,17,23,26,41,, , ,,,,,
Hepatitis A,0,0,0,2,2,0,0,,, , , ,,,
Hepatitis B,0,2,1,1,2,4,9,, , , , , ,,
Hepatitis Unspecified,0,0,0,0,0,0,0,, ,,, ,,,
Legionnaires' Disease,0,0,0,0,0,0,0,,, ,, ,, ,
Leptospirosis,0,0,0,0,0,0,0,, , , , ,,,
Malaria,1,0,0,0,1,0,3,,, ,,, ,,
Measles,1,0,0,0,1,3,3,, , , , ,,,
Meningococcal Septicaemia,0,0,0,2,2,2,3,,, , , , ,,
Mumps,23,12,13,10,58,35,9,, ,, ,,, ,
Paratyphoid Fever,0,0,0,0,0,0,0,,,, ,,,, 
Plague,0,0,0,0,0,0,0,, , ,,,,,
Poliomyelitis (Paralytic),0,0,0,0,0,0,0,,,, ,,,,
Poliomyelitis (Acute),0,0,0,0,0,0,0,, , ,,,,, 
Rabies,0,0,0,0,0,0,0,, , ,,,,,
Relapsing Fever,0,0,0,0,0,0,0,, , ,,,,,
Rubella,0,0,0,0,0,2,0,,, ,,,,,
Scarlet Fever,4,9,4,10,27,30,28,, , ,,,,,
Smallpox,0,0,0,0,0,0,0,, , ,,,,,
Tetanus,0,0,0,0,0,0,0,, , ,,,,,
Tuberculosis (Pulmonary),1,2,0,0,3,3,3,, , ,,,,,
Tuberculosis (Non Pulmonary),1,0,0,2,3,3,3,, , ,,,,,
Typhoid,0,0,0,0,0,0,0,, , ,,,,,
Typhus,0,0,0,0,0,0,0, , , ,,,,,
Viral Haemorraghic Fever,0,0,0,0,0,0,0,, , , ,,,,
Whooping Cough,2,2,1,2,7,5,0,, , , ,,,,
Yellow Fever,0,0,0,0,0,0,0,, , ,,,,,
Total,92,63,106,104,363,340,309,, , ,,,,,
,,,,,,,,, , ,,,,,
"Food poisoning notifications include those formally notified by clinicians and reports of Salmonella, Campylobacter, Cryptosporidium, Giardia, Listeria ",,,,,,,,, , ,,,,,
and E Coli O 157 informally ascertained from laboratories.,,, ,,, , , , ,, ,,,,
,,, ,,,,, , ,,,,,,
*Data Provisional,,, ,, ,, , , , ,,,,,
,,, , , ,,, ,, ,,,,,
,,, , ,,,,,,,,,,,
,,, , ,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,, ,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,, ,,,,,,,,,,,,
