Disease,Week 40,Week 39,Week 38,Week 37,Total so far 2015,Same Period 2014,Same period 2013,,,,,,,,
Acute Encephalitis/Meningitis Bacterial,0,0,0,1,33,48,42,,,,,,,,
Acute Encephalitis/Meningitis Viral,0,0,0,0,4,15,5,,,,,,,,
Anthrax,0,0,0,0,0,0,2,, ,,,,,,
Chickenpox,14,16,10,17,1286,1421,1325,, ,,,,,,
Cholera,0,0,0,0,0,0,0,, ,,,,,,
Diphtheria,0,0,0,0,0,0,0,, , ,,,,,
Dysentery,1,1,3,0,34,15,4,, ,,,,,,
Food Poisoning,42,39,37,38,1480,1461,1398,, , ,,,,,
Gastroenteritis (< 2years),13,2,0,2,239,357,484,, , ,,,,,
Hepatitis A,0,0,0,0,7,3,4,,, , , ,,,
Hepatitis B,1,1,3,3,82,99,78,,, , , , ,,
Hepatitis Unspecified,0,0,0,0,0,0,0,, ,,, ,,,
Legionnaires' Disease,0,0,0,1,9,4,8,,, ,, ,, ,
Leptospirosis,0,0,1,0,3,0,1,, , , , ,,,
Malaria,0,0,0,0,3,5,5,,, ,,, ,,
Measles,0,0,0,0,13,14,51,, , , , ,,,
Meningococcal Septicaemia,1,0,0,1,12,18,22,,, , , , ,,
Mumps,6,5,4,6,215,64,655,, ,, ,,, ,
Paratyphoid Fever,0,0,0,0,0,1,1,,,, ,,,, 
Plague,0,0,0,0,0,0,0,, , ,,,,,
Poliomyelitis (Paralytic),0,0,0,0,0,0,0,,,, ,,,,
Poliomyelitis (Acute),0,0,0,0,0,0,0,, , ,,,,, 
Rabies,0,0,0,0,1,0,0,, , ,,,,,
Relapsing Fever,0,0,0,0,0,0,0,, , ,,,,,
Rubella,0,0,0,0,5,6,12,,, ,,,,,
Scarlet Fever,3,0,1,4,314,561,150,, , ,,,,,
Smallpox,0,0,0,0,0,0,0,, , ,,,,,
Tetanus,0,0,0,0,2,0,0,, , ,,,,,
Tuberculosis (Pulmonary),0,1,0,0,27,59,31,, , ,,,,,
Tuberculosis (Non Pulmonary),0,0,0,2,24,28,28,, ,,,,,,
Typhoid,1,0,0,0,1,0,1,, , ,,,,,
Typhus,0,0,0,0,0,0,0, , , ,,,,,
Viral Haemorraghic Fever,0,0,0,0,0,0,1,, , , ,,,,
Whooping Cough,8,2,6,1,98,29,71,, , , ,,,,
Yellow Fever,0,0,0,0,0,0,0,, , ,,,,,
Total,90,67,65,76,3892,4208,4379,, , ,,,,,
,,,,,,,,, , ,,,,,
"Food poisoning notifications include those formally notified by clinicians and reports of Salmonella, Campylobacter, Cryptosporidium, Giardia, Listeria ",,,,,,,,, , ,,,,,
and E Coli O 157 informally ascertained from laboratories.,,, ,,, , , , ,, ,,,,
,,, ,,,,, , ,,,,,,
*Data Provisional,,, ,, ,, , , , ,,,,,
,,, , , ,,, ,,,,,,,
,,, , ,,,,,,,,,,,
,,, , ,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,, ,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,, ,,,,,,,,,,,,
