Disease,Week 16,Week 15,Week 14,Week 13,Total so far 2015,Same Period 2014,Same period 2013,,,,,,,,
Acute Encephalitis/Meningitis Bacterial,1,0,1,0,20,28,17,,,,,,,,
Acute Encephalitis/Meningitis Viral,0,0,0,0,1,3,1,,,,,,,,
Anthrax,0,0,0,0,0,0,1,, ,,,,,,
Chickenpox,56,41,57,33,574,753,565,,,,,,,,
Cholera,0,0,0,0,0,0,0,, ,,,,,,
Diphtheria,0,0,0,0,0,0,0,, ,,,,,,
Dysentery,3,0,0,0,14,2,0,, ,,,,,,
Food Poisoning,39,17,30,35,433,389,389,, ,,,,,,
Gastroenteritis (< 2years),4,5,3,13,97,132,228,,, ,,,,,
Hepatitis A,0,0,2,1,6,2,1,,,, , ,,,
Hepatitis B,1,1,1,1,37,44,30,,, , , , ,,
Hepatitis Unspecified,0,0,0,0,0,0,0,, ,,, ,,,
Legionnaires' Disease,1,0,0,0,2,1,4,,, ,, ,, ,
Leptospirosis,0,0,0,0,1,0,0,, , , , ,,,
Malaria,0,0,1,0,1,4,3,,, ,,, ,,
Measles,0,0,1,2,8,8,31,, , , , ,,,
Meningococcal Septicaemia,0,1,0,0,9,12,11,,, , , , ,,
Mumps,10,3,5,4,116,17,410,, ,, ,,, ,
Paratyphoid Fever,0,0,0,0,0,0,0,,,, ,,,, 
Plague,0,0,0,0,0,0,0,, , ,,,,,
Poliomyelitis (Paralytic),0,0,0,0,0,0,0,,,, ,,,,
Poliomyelitis (Acute),0,0,0,0,0,0,0,, , ,,,,, 
Rabies,0,0,0,0,0,0,0,, , ,,,,,
Relapsing Fever,0,0,0,0,0,0,0,, , ,,,,,
Rubella,0,0,0,0,3,0,6,,, ,,,,,
Scarlet Fever,10,6,12,13,183,333,96,, ,,,,,,
Smallpox,0,0,0,0,0,0,0,,, ,,,,,
Tetanus,0,0,0,0,2,0,0,, ,,,,,,
Tuberculosis (Pulmonary),0,1,0,1,15,24,12,, , ,,,,,
Tuberculosis (Non Pulmonary),0,0,1,1,13,15,9,, ,,,,,,
Typhoid,0,0,0,0,0,0,0,, , ,,,,,
Typhus,0,0,0,0,0,0,0,, ,,,,,,
Viral Haemorraghic Fever,0,0,0,0,0,0,0,, , ,,,,,
Whooping Cough,1,2,0,0,11,8,48,, , ,,,,,
Yellow Fever,0,0,0,0,0,0,0,, ,,,,,,
Total,126,77,114,104,1546,1775,1862,, , ,,,,,
,,,,,,,,, , ,,,,,
"Food poisoning notifications include those formally notified by clinicians and reports of Salmonella, Campylobacter, Cryptosporidium, Giardia, Listeria ",,,,,,,,, ,,,,,,
and E Coli O 157 informally ascertained from laboratories.,,, ,,, ,, ,,,,,,,
,,, ,,,,, , ,,,,,,
*Data Provisional,,, ,, ,, , , ,,,,,,
,,, , , ,,, ,,,,,,,
,,, , ,,,,,,,,,,,
,,, , ,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,, ,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,, ,,,,,,,,,,,,
