Disease,Week 12,Week 11,Week 10,Week 9,Total so far 2015,Same Period 2014,Same period 2013,,,,,,,,
Acute Encephalitis/Meningitis Bacterial,3,1,1,2,18,21,14,,,,,,,,
Acute Encephalitis/Meningitis Viral,0,0,0,0,1,3,1,,,,,,,,
Anthrax,0,0,0,0,0,0,1,, ,,,,,,
Chickenpox,44,38,27,52,387,504,342,,,,,,,,
Cholera,0,0,0,0,0,0,0,, ,,,,,,
Diphtheria,0,0,0,0,0,0,0,, ,,,,,,
Dysentery,1,0,3,0,11,1,0,, ,,,,,,
Food Poisoning,23,34,33,31,312,275,300,, ,,,,,,
Gastroenteritis (< 2years),8,19,18,2,72,113,118,,, ,,,,,
Hepatitis A,0,0,0,1,3,2,1,,,, , ,,,
Hepatitis B,2,3,1,4,30,37,25,,, , , , ,,
Hepatitis Unspecified,0,0,0,0,0,0,0,, ,,, ,,,
Legionnaires' Disease,0,1,0,0,1,0,3,,, ,, ,, ,
Leptospirosis,0,0,0,0,1,0,0,, , , , ,,,
Malaria,0,0,0,0,0,4,2,,, ,,, ,,
Measles,1,0,0,0,5,5,27,, , , , ,,,
Meningococcal Septicaemia,0,1,2,1,8,12,9,,, , , , ,,
Mumps,4,10,7,8,94,15,357,, ,, ,,, ,
Paratyphoid Fever,0,0,0,0,0,0,0,,,, ,,,, 
Plague,0,0,0,0,0,0,0,, , ,,,,,
Poliomyelitis (Paralytic),0,0,0,0,0,0,0,,,, ,,,,
Poliomyelitis (Acute),0,0,0,0,0,0,0,,, ,,,,, 
Rabies,0,0,0,0,0,0,0,, , ,,,,,
Relapsing Fever,0,0,0,0,0,0,0,, , ,,,,,
Rubella,1,0,0,0,3,0,4,,, ,,,,,
Scarlet Fever,22,9,16,13,142,158,80,, ,,,,,,
Smallpox,0,0,0,0,0,0,0,,, ,,,,,
Tetanus,0,0,0,0,2,0,0,, ,,,,,,
Tuberculosis (Pulmonary),0,0,2,1,13,17,10,, , ,,,,,
Tuberculosis (Non Pulmonary),1,1,1,1,11,13,6,, ,,,,,,
Typhoid,0,0,0,0,0,0,0,, , ,,,,,
Typhus,0,0,0,0,0,0,0,, ,,,,,,
Viral Haemorraghic Fever,0,0,0,0,0,0,0,, , ,,,,,
Whooping Cough,1,0,0,1,8,3,38,, , ,,,,,
Yellow Fever,0,0,0,0,0,0,0,, ,,,,,,
Total,111,117,111,117,1122,1183,1338,, , ,,,,,
,,,,,,,,, ,,,,,,
"Food poisoning notifications include those formally notified by clinicians and reports of Salmonella, Campylobacter, Cryptosporidium, Giardia, Listeria ",,,,,,,,, ,,,,,,
and E Coli O 157 informally ascertained from laboratories.,,, ,,, ,,,,,,,,,
,,, ,,,,, , ,,,,,,
*Data Provisional,,, ,, ,, , , ,,,,,,
,,, , , ,,, ,,,,,,,
,,, , ,,,,,,,,,,,
,,, , ,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,, ,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,, ,,,,,,,,,,,,
