Disease,Week 19,Week 18,Week 17,Week 16,Total so far 2015,Same Period 2014,Same period 2013,,,,,,,,
Acute Encephalitis/Meningitis Bacterial,0,1,1,1,22,31,21,,,,,,,,
Acute Encephalitis/Meningitis Viral,0,0,0,0,1,3,2,,,,,,,,
Anthrax,0,0,0,0,0,0,1,, ,,,,,,
Chickenpox,37,40,55,56,706,918,681,,,,,,,,
Cholera,0,0,0,0,0,0,0,, ,,,,,,
Diphtheria,0,0,0,0,0,0,0,, ,,,,,,
Dysentery,0,2,1,2,17,3,1,, ,,,,,,
Food Poisoning,40,35,50,39,558,464,489,, ,,,,,,
Gastroenteritis (< 2years),3,7,2,4,109,152,308,,, ,,,,,
Hepatitis A,0,0,1,0,7,2,2,,,, , ,,,
Hepatitis B,0,0,0,1,41,54,33,,, , , , ,,
Hepatitis Unspecified,0,0,0,0,0,0,0,, ,,, ,,,
Legionnaires' Disease,0,0,0,1,2,1,4,,, ,, ,, ,
Leptospirosis,0,0,0,0,1,0,0,, , , , ,,,
Malaria,0,0,0,0,1,4,3,,, ,,, ,,
Measles,0,1,0,0,9,9,40,, , , , ,,,
Meningococcal Septicaemia,0,0,0,0,9,12,12,,, , , , ,,
Mumps,2,5,3,10,126,20,470,, ,, ,,, ,
Paratyphoid Fever,0,0,0,0,0,0,0,,,, ,,,, 
Plague,0,0,0,0,0,0,0,, , ,,,,,
Poliomyelitis (Paralytic),0,0,0,0,0,0,0,,,, ,,,,
Poliomyelitis (Acute),0,0,0,0,0,0,0,, , ,,,,, 
Rabies,0,0,1,0,1,0,0,, , ,,,,,
Relapsing Fever,0,0,0,0,0,0,0,, , ,,,,,
Rubella,0,0,0,0,3,1,6,,, ,,,,,
Scarlet Fever,10,20,13,10,226,393,111,, ,,,,,,
Smallpox,0,0,0,0,0,0,0,,, ,,,,,
Tetanus,0,0,0,0,2,0,0,, ,,,,,,
Tuberculosis (Pulmonary),0,1,1,0,17,30,13,, , ,,,,,
Tuberculosis (Non Pulmonary),1,0,0,0,14,16,13,, ,,,,,,
Typhoid,0,0,0,0,0,0,0,, , ,,,,,
Typhus,0,0,0,0,0,0,0, , ,,,,,,
Viral Haemorraghic Fever,0,0,0,0,0,0,0,, , ,,,,,
Whooping Cough,3,4,1,1,19,13,51,, , ,,,,,
Yellow Fever,0,0,0,0,0,0,0,, ,,,,,,
Total,96,116,129,125,1891,2126,2261,, , ,,,,,
,,,,,,,,, , ,,,,,
"Food poisoning notifications include those formally notified by clinicians and reports of Salmonella, Campylobacter, Cryptosporidium, Giardia, Listeria ",,,,,,,,, ,,,,,,
and E Coli O 157 informally ascertained from laboratories.,,, ,,, , , , ,,,,,,
,,, ,,,,, , ,,,,,,
*Data Provisional,,, ,, ,, , , , ,,,,,
,,, , , ,,, ,,,,,,,
,,, , ,,,,,,,,,,,
,,, , ,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,, ,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,, ,,,,,,,,,,,,
