Disease,Week 28,Week 27,Week 26,Week 25,Total so far 2015,Same Period 2014,Same period 2013,,,,,,,,
Acute Encephalitis/Meningitis Bacterial,1,2,0,1,29,38,31,,,,,,,,
Acute Encephalitis/Meningitis Viral,0,0,1,0,3,3,4,,,,,,,,
Anthrax,0,0,0,0,0,0,2,, ,,,,,,
Chickenpox,33,24,53,46,1055,1280,1087,, ,,,,,,
Cholera,0,0,0,0,0,0,0,, ,,,,,,
Diphtheria,0,0,0,0,0,0,0,, ,,,,,,
Dysentery,0,0,0,0,20,8,3,, ,,,,,,
Food Poisoning,44,41,41,56,955,946,911,, ,,,,,,
Gastroenteritis (< 2years),5,11,5,1,154,242,422,,, ,,,,,
Hepatitis A,0,0,0,0,7,2,2,,, , , ,,,
Hepatitis B,1,3,4,4,64,71,51,,, , , , ,,
Hepatitis Unspecified,0,0,0,0,0,0,0,, ,,, ,,,
Legionnaires' Disease,1,0,0,0,3,3,4,,, ,, ,, ,
Leptospirosis,0,0,0,0,2,0,0,, , , , ,,,
Malaria,0,0,1,0,2,5,3,,, ,,, ,,
Measles,0,0,1,1,13,10,49,, , , , ,,,
Meningococcal Septicaemia,0,0,0,0,9,15,18,,, , , , ,,
Mumps,7,3,4,3,175,34,604,, ,, ,,, ,
Paratyphoid Fever,0,0,0,0,0,0,1,,,, ,,,, 
Plague,0,0,0,0,0,0,0,, , ,,,,,
Poliomyelitis (Paralytic),0,0,0,0,0,0,0,,,, ,,,,
Poliomyelitis (Acute),0,0,0,0,0,0,0,, , ,,,,, 
Rabies,0,0,0,0,1,0,0,, , ,,,,,
Relapsing Fever,0,0,0,0,0,0,0,, , ,,,,,
Rubella,0,0,0,0,4,5,8,,, ,,,,,
Scarlet Fever,7,8,6,9,293,509,139,, , ,,,,,
Smallpox,0,0,0,0,0,0,0,,, ,,,,,
Tetanus,0,0,0,0,2,0,0,, , ,,,,,
Tuberculosis (Pulmonary),0,0,0,1,24,43,19,, , ,,,,,
Tuberculosis (Non Pulmonary),0,1,1,1,19,21,22,, ,,,,,,
Typhoid,0,0,0,0,0,0,0,, , ,,,,,
Typhus,0,0,0,0,0,0,0, , , ,,,,,
Viral Haemorraghic Fever,0,0,0,0,0,0,0,, , , ,,,,
Whooping Cough,4,2,0,3,45,18,65,, , ,,,,,
Yellow Fever,0,0,0,0,0,0,0,, ,,,,,,
Total,103,95,117,126,2879,3253,3445,, , ,,,,,
,,,,,,,,, , ,,,,,
"Food poisoning notifications include those formally notified by clinicians and reports of Salmonella, Campylobacter, Cryptosporidium, Giardia, Listeria ",,,,,,,,, , ,,,,,
and E Coli O 157 informally ascertained from laboratories.,,, ,,, , , , ,, ,,,,
,,, ,,,,, , ,,,,,,
*Data Provisional,,, ,, ,, , , , ,,,,,
,,, , , ,,, ,,,,,,,
,,, , ,,,,,,,,,,,
,,, , ,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,, ,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,, ,,,,,,,,,,,,
