Disease,Week 25,Week 24,Week 23,Week 22,Total so far 2015,Same Period 2014,Same period 2013,,,,,,,,
Acute Encephalitis/Meningitis Bacterial,1,2,0,1,26,37,29,,,,,,,,
Acute Encephalitis/Meningitis Viral,0,0,1,0,2,3,2,,,,,,,,
Anthrax,0,0,0,0,0,0,1,, ,,,,,,
Chickenpox,46,24,42,47,945,1204,968,, ,,,,,,
Cholera,0,0,0,0,0,0,0,, ,,,,,,
Diphtheria,0,0,0,0,0,0,0,, ,,,,,,
Dysentery,0,1,1,0,20,5,3,, ,,,,,,
Food Poisoning,56,47,36,50,829,790,775,, ,,,,,,
Gastroenteritis (< 2years),1,18,3,2,133,215,403,,, ,,,,,
Hepatitis A,0,0,0,0,7,2,2,,, , , ,,,
Hepatitis B,4,1,3,4,56,62,44,,, , , , ,,
Hepatitis Unspecified,0,0,0,0,0,0,0,, ,,, ,,,
Legionnaires' Disease,0,0,0,0,2,3,4,,, ,, ,, ,
Leptospirosis,0,0,0,0,2,0,0,, , , , ,,,
Malaria,0,0,0,0,1,5,3,,, ,,, ,,
Measles,1,0,1,0,12,10,47,, , , , ,,,
Meningococcal Septicaemia,0,0,0,0,9,13,14,,, , , , ,,
Mumps,3,8,9,6,161,33,575,, ,, ,,, ,
Paratyphoid Fever,0,0,0,0,0,0,1,,,, ,,,, 
Plague,0,0,0,0,0,0,0,, , ,,,,,
Poliomyelitis (Paralytic),0,0,0,0,0,0,0,,,, ,,,,
Poliomyelitis (Acute),0,0,0,0,0,0,0,, , ,,,,, 
Rabies,0,0,0,0,1,0,0,, , ,,,,,
Relapsing Fever,0,0,0,0,0,0,0,, , ,,,,,
Rubella,0,1,0,0,4,4,8,,, ,,,,,
Scarlet Fever,9,2,14,7,272,489,130,, ,,,,,,
Smallpox,0,0,0,0,0,0,0,,, ,,,,,
Tetanus,0,0,0,0,2,0,0,, ,,,,,,
Tuberculosis (Pulmonary),1,2,3,1,24,39,18,, , ,,,,,
Tuberculosis (Non Pulmonary),1,1,0,0,17,20,18,, ,,,,,,
Typhoid,0,0,0,0,0,0,0,, , ,,,,,
Typhus,0,0,0,0,0,0,0, , , ,,,,,
Viral Haemorraghic Fever,0,0,0,0,0,0,0,, , , ,,,,
Whooping Cough,0,4,4,1,35,18,61,, , ,,,,,
Yellow Fever,0,0,0,0,0,0,0,, ,,,,,,
Total,123,111,117,119,2560,2952,3106,, , ,,,,,
,,,,,,,,, , ,,,,,
"Food poisoning notifications include those formally notified by clinicians and reports of Salmonella, Campylobacter, Cryptosporidium, Giardia, Listeria ",,,,,,,,, , ,,,,,
and E Coli O 157 informally ascertained from laboratories.,,, ,,, , , , ,, ,,,,
,,, ,,,,, , ,,,,,,
*Data Provisional,,, ,, ,, , , , ,,,,,
,,, , , ,,, ,,,,,,,
,,, , ,,,,,,,,,,,
,,, , ,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,, ,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,, ,,,,,,,,,,,,
