Disease,Week 39,Week 38,Week 37,Week 36,Total so far 2015,Same Period 2014,Same period 2013,,,,,,,,
Acute Encephalitis/Meningitis Bacterial,0,0,1,0,33,43,42,,,,,,,,
Acute Encephalitis/Meningitis Viral,0,0,0,0,4,12,5,,,,,,,,
Anthrax,0,0,0,0,0,0,2,, ,,,,,,
Chickenpox,16,10,17,9,1272,1414,1317,, ,,,,,,
Cholera,0,0,0,0,0,0,0,, ,,,,,,
Diphtheria,0,0,0,0,0,0,0,, , ,,,,,
Dysentery,1,3,0,2,33,15,4,, ,,,,,,
Food Poisoning,39,37,38,45,1438,1432,1359,, , ,,,,,
Gastroenteritis (< 2years),2,0,2,3,226,354,477,,, ,,,,,
Hepatitis A,0,0,0,0,7,3,4,,, , , ,,,
Hepatitis B,0,3,3,0,80,98,78,,, , , , ,,
Hepatitis Unspecified,0,0,0,0,0,0,0,, ,,, ,,,
Legionnaires' Disease,0,0,1,0,9,4,8,,, ,, ,, ,
Leptospirosis,0,1,0,0,3,0,1,, , , , ,,,
Malaria,0,0,0,0,3,5,5,,, ,,, ,,
Measles,0,0,0,0,13,13,51,, , , , ,,,
Meningococcal Septicaemia,0,0,1,0,11,18,21,,, , , , ,,
Mumps,5,4,6,4,209,54,644,, ,, ,,, ,
Paratyphoid Fever,0,0,0,0,0,1,1,,,, ,,,, 
Plague,0,0,0,0,0,0,0,, , ,,,,,
Poliomyelitis (Paralytic),0,0,0,0,0,0,0,,,, ,,,,
Poliomyelitis (Acute),0,0,0,0,0,0,0,, , ,,,,, 
Rabies,0,0,0,0,0,0,0,, , ,,,,,
Relapsing Fever,0,0,0,0,0,0,0,, , ,,,,,
Rubella,0,0,0,0,5,6,11,,, ,,,,,
Scarlet Fever,0,1,4,0,311,554,149,, , ,,,,,
Smallpox,0,0,0,0,0,0,0,, , ,,,,,
Tetanus,0,0,0,0,2,0,0,, , ,,,,,
Tuberculosis (Pulmonary),1,0,0,0,27,58,31,, , ,,,,,
Tuberculosis (Non Pulmonary),0,0,2,0,24,27,28,, ,,,,,,
Typhoid,0,0,0,0,0,0,1,, , ,,,,,
Typhus,0,0,0,0,0,0,0, , , ,,,,,
Viral Haemorraghic Fever,0,0,0,0,0,0,1,, , , ,,,,
Whooping Cough,2,6,1,5,89,25,70,, , , ,,,,
Yellow Fever,0,0,0,0,0,0,0,, , ,,,,,
Total,66,65,76,68,3799,4136,4310,, , ,,,,,
,,,,,,,,, , ,,,,,
"Food poisoning notifications include those formally notified by clinicians and reports of Salmonella, Campylobacter, Cryptosporidium, Giardia, Listeria ",,,,,,,,, , ,,,,,
and E Coli O 157 informally ascertained from laboratories.,,, ,,, , , , ,, ,,,,
,,, ,,,,, , ,,,,,,
*Data Provisional,,, ,, ,, , , , ,,,,,
,,, , , ,,, ,,,,,,,
,,, , ,,,,,,,,,,,
,,, , ,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,, ,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,, ,,,,,,,,,,,,
