Disease,Week 27,Week 26,Week 25,Week 24,Total so far 2015,Same Period 2014,Same period 2013,,,,,,,,
Acute Encephalitis/Meningitis Bacterial,2,0,1,2,28,38,30,,,,,,,,
Acute Encephalitis/Meningitis Viral,0,1,0,0,3,3,4,,,,,,,,
Anthrax,0,0,0,0,0,0,1,, ,,,,,,
Chickenpox,24,53,46,24,1022,1254,1055,, ,,,,,,
Cholera,0,0,0,0,0,0,0,, ,,,,,,
Diphtheria,0,0,0,0,0,0,0,, ,,,,,,
Dysentery,0,0,0,1,20,8,3,, ,,,,,,
Food Poisoning,41,41,56,47,911,894,876,, ,,,,,,
Gastroenteritis (< 2years),11,5,1,18,149,231,420,,, ,,,,,
Hepatitis A,0,0,0,0,7,2,2,,, , , ,,,
Hepatitis B,3,4,4,1,63,68,50,,, , , , ,,
Hepatitis Unspecified,0,0,0,0,0,0,0,, ,,, ,,,
Legionnaires' Disease,0,0,0,0,2,3,4,,, ,, ,, ,
Leptospirosis,0,0,0,0,2,0,0,, , , , ,,,
Malaria,0,1,0,0,2,5,3,,, ,,, ,,
Measles,0,1,1,0,13,10,49,, , , , ,,,
Meningococcal Septicaemia,0,0,0,0,9,14,16,,, , , , ,,
Mumps,3,4,3,8,168,33,593,, ,, ,,, ,
Paratyphoid Fever,0,0,0,0,0,0,1,,,, ,,,, 
Plague,0,0,0,0,0,0,0,, , ,,,,,
Poliomyelitis (Paralytic),0,0,0,0,0,0,0,,,, ,,,,
Poliomyelitis (Acute),0,0,0,0,0,0,0,, , ,,,,, 
Rabies,0,0,0,0,1,0,0,, , ,,,,,
Relapsing Fever,0,0,0,0,0,0,0,, , ,,,,,
Rubella,0,0,0,1,4,5,8,,, ,,,,,
Scarlet Fever,8,6,9,2,286,503,139,, ,,,,,,
Smallpox,0,0,0,0,0,0,0,,, ,,,,,
Tetanus,0,0,0,0,2,0,0,, ,,,,,,
Tuberculosis (Pulmonary),0,0,1,2,24,42,19,, , ,,,,,
Tuberculosis (Non Pulmonary),1,1,1,1,19,21,21,, ,,,,,,
Typhoid,0,0,0,0,0,0,0,, , ,,,,,
Typhus,0,0,0,0,0,0,0, , , ,,,,,
Viral Haemorraghic Fever,0,0,0,0,0,0,0,, , , ,,,,
Whooping Cough,2,0,3,5,41,18,65,, , ,,,,,
Yellow Fever,0,0,0,0,0,0,0,, ,,,,,,
Total,95,117,126,112,2776,3152,3359,, , ,,,,,
,,,,,,,,, , ,,,,,
"Food poisoning notifications include those formally notified by clinicians and reports of Salmonella, Campylobacter, Cryptosporidium, Giardia, Listeria ",,,,,,,,, , ,,,,,
and E Coli O 157 informally ascertained from laboratories.,,, ,,, , , , ,, ,,,,
,,, ,,,,, , ,,,,,,
*Data Provisional,,, ,, ,, , , , ,,,,,
,,, , , ,,, ,,,,,,,
,,, , ,,,,,,,,,,,
,,, , ,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,, ,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,, ,,,,,,,,,,,,
