Disease,Week 10,Week 9,Week 8,Week 7,Total so far 2015,Same Period 2014,Same period 2013,,,,,,,,
Acute Encephalitis/Meningitis Bacterial,1,2,2,2,14,20,12,,,,,,,,
Acute Encephalitis/Meningitis Viral,0,0,0,0,1,3,1,,,,,,,,
Anthrax,0,0,0,0,0,0,1,, ,,,,,,
Chickenpox,27,52,33,38,305,399,276,,,,,,,,
Cholera,0,0,0,0,0,0,0,, ,,,,,,
Diphtheria,0,0,0,0,0,0,0,, ,,,,,,
Dysentery,3,0,2,0,10,1,0,, ,,,,,,
Food Poisoning,33,31,16,24,255,224,243,, ,,,,,,
Gastroenteritis (< 2years),18,2,0,2,45,94,88,,, ,,,,,
Hepatitis A,0,1,0,1,3,2,1,,,, , ,,,
Hepatitis B,1,4,4,2,25,34,22,,, , , , ,,
Hepatitis Unspecified,0,0,0,0,0,0,0,, ,,, ,,,
Legionnaires' Disease,0,0,0,0,0,0,3,,, ,, ,, ,
Leptospirosis,0,0,0,0,1,0,0,, , , , ,,,
Malaria,0,0,0,0,0,4,2,,, ,,, ,,
Measles,0,0,2,0,4,5,26,, , , , ,,,
Meningococcal Septicaemia,2,1,1,1,7,9,8,,, , , , ,,
Mumps,7,8,4,9,80,14,300,, ,, ,,, ,
Paratyphoid Fever,0,0,0,0,0,0,0,,,, ,,,, 
Plague,0,0,0,0,0,0,0,, , ,,,,,
Poliomyelitis (Paralytic),0,0,0,0,0,0,0,,,, ,,,,
Poliomyelitis (Acute),0,0,0,0,0,0,0,,, ,,,,, 
Rabies,0,0,0,0,0,0,0,, , ,,,,,
Relapsing Fever,0,0,0,0,0,0,0,,, ,,,,,
Rubella,0,0,0,0,2,0,4,,, ,,,,,
Scarlet Fever,16,13,11,10,111,124,69,, ,,,,,,
Smallpox,0,0,0,0,0,0,0,,, ,,,,,
Tetanus,0,0,0,0,2,0,0,, ,,,,,,
Tuberculosis (Pulmonary),2,1,1,2,13,13,8,, , ,,,,,
Tuberculosis (Non Pulmonary),1,1,2,3,9,11,3,, ,,,,,,
Typhoid,0,0,0,0,0,0,0,, , ,,,,,
Typhus,0,0,0,0,0,0,0,, ,,,,,,
Viral Haemorraghic Fever,0,0,0,0,0,0,0,, , ,,,,,
Whooping Cough,0,1,1,0,7,3,35,, , ,,,,,
Yellow Fever,0,0,0,0,0,0,0,, ,,,,,,
Total,111,117,79,94,894,960,1102,, , ,,,,,
,,,,,,,,, ,,,,,,
"Food poisoning notifications include those formally notified by clinicians and reports of Salmonella, Campylobacter, Cryptosporidium, Giardia, Listeria ",,,,,,,,, ,,,,,,
and E Coli O 157 informally ascertained from laboratories.,,, ,,, ,,,,,,,,,
,,, ,,,,, , ,,,,,,
*Data Provisional,,, ,, ,, , , ,,,,,,
,,, , , ,,, ,,,,,,,
,,, , ,,,,,,,,,,,
,,, , ,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,, ,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,, ,,,,,,,,,,,,
