id,source_id,publisher_id,created_at,data,schema,score,summary,run_id,timestamp,report
a9f026e21d6242048e5aa464883885dc,9822dc91-bacb-46d8-999f-19b267992118,allegheny-county,2015-10-14,https://data.wprdc.org/dataset/d15ca172-66df-4508-8562-5ec54498cfd4/resource/9822dc91-bacb-46d8-999f-19b267992118/download/acjcensusdatadictionary.csv,,100,,6ede113d043b4b8d9e7b7d2376735a93,2016-08-30 13:37:52.317136+00:00,http://goodtables.okfnlabs.org
aa1bb5cd514f4b798518787bfdd5edc2,2f0a3742-45b5-43af-8de6-b2f155389765,allegheny-county,2016-08-29,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Allegheny_County_Pennsylvania_Senate_Districts/FeatureServer/0,,0,,6ede113d043b4b8d9e7b7d2376735a93,2016-08-30 13:37:52.317136+00:00,http://goodtables.okfnlabs.org
5d4101f5caaf4155ae4bfc254d739efc,c90d142d-ebaa-44e1-bf75-6bba0bbb4fdf,allegheny-county,2016-08-29,http://openac.alcogis.opendata.arcgis.com/datasets/633565f21e534a4e8b8143dc0fffbe6c_0,,0,,6ede113d043b4b8d9e7b7d2376735a93,2016-08-30 13:37:52.317136+00:00,http://goodtables.okfnlabs.org
42b59688954846a190d597b93ef1fafb,ed5e04f1-fea2-4493-95fd-81e7e18ce1ae,allegheny-county,2016-08-29,http://openac.alcogis.opendata.arcgis.com/datasets/4d83e90db45e48a688376c431ceec81f_0.csv,,100,,45efb89f7c7b4ff1870a9225dc3fdaa2,2016-08-30 13:39:14.475337+00:00,http://goodtables.okfnlabs.org
5fadf09f64ad4ab6beaa6e568bfe199f,9822dc91-bacb-46d8-999f-19b267992118,allegheny-county,2015-10-14,https://data.wprdc.org/dataset/d15ca172-66df-4508-8562-5ec54498cfd4/resource/9822dc91-bacb-46d8-999f-19b267992118/download/acjcensusdatadictionary.csv,,100,,45efb89f7c7b4ff1870a9225dc3fdaa2,2016-08-30 13:39:14.475337+00:00,http://goodtables.okfnlabs.org
7902d2c0d9e942ffbc6558ff982cfd5e,9ec285b8-da67-44ce-84d6-4c1b4144157c,allegheny-county,2016-08-29,http://openac.alcogis.opendata.arcgis.com/datasets/65e21a4d53b9419b9c422657cac63a1b_0,,0,,45efb89f7c7b4ff1870a9225dc3fdaa2,2016-08-30 13:39:14.475337+00:00,http://goodtables.okfnlabs.org
50fa56632e344d04ba22f1bfc614e7ef,f0b3fb38-0ceb-40e2-874c-2c74e1da05e7,allegheny-county,2016-08-29,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Allegheny_County_Dam_Locations/FeatureServer/0,,0,,45efb89f7c7b4ff1870a9225dc3fdaa2,2016-08-30 13:39:14.475337+00:00,http://goodtables.okfnlabs.org
2fda88b62fa14811b11e8e0eb84c6647,4d64e3cf-d763-441d-b3c0-7283db2192c3,allegheny-county,2016-08-29,http://openac.alcogis.opendata.arcgis.com/datasets/5740c4d8646b4536910803ac4801aa11_0,,0,,45efb89f7c7b4ff1870a9225dc3fdaa2,2016-08-30 13:39:14.475337+00:00,http://goodtables.okfnlabs.org
48bb0926afc54aa996147132376a6a13,33f8b829-125a-4822-8b20-3bb8c134fe01,allegheny-county,2016-08-29,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Allegheny_County_Owned_Bridges_points/FeatureServer/0,,0,,45efb89f7c7b4ff1870a9225dc3fdaa2,2016-08-30 13:39:14.475337+00:00,http://goodtables.okfnlabs.org
c9edc8064dee41abbf41cfba67e21a43,d58bcbc8-e773-4424-8ad4-3d5acc41eaa4,allegheny-county,2016-08-29,http://openac.alcogis.opendata.arcgis.com/datasets/46c367ef407741c7af00153c62900c1b_0.csv,,100,,45efb89f7c7b4ff1870a9225dc3fdaa2,2016-08-30 13:39:14.475337+00:00,http://goodtables.okfnlabs.org
663687fe075340f4b1cb990e350c745b,673188b6-3cbd-4fe3-bb6c-984ee325f597,allegheny-county,2016-03-14,https://data.wprdc.org/datastore/dump/673188b6-3cbd-4fe3-bb6c-984ee325f597,,100,,45efb89f7c7b4ff1870a9225dc3fdaa2,2016-08-30 13:39:14.475337+00:00,http://goodtables.okfnlabs.org
fa7eb571246b4c2e8585f72dd73c04e7,967f1285-f8fb-4785-9673-64a8ae47588d,allegheny-county,2016-01-22,https://data.wprdc.org/datastore/dump/967f1285-f8fb-4785-9673-64a8ae47588d,,100,,45efb89f7c7b4ff1870a9225dc3fdaa2,2016-08-30 13:39:14.475337+00:00,http://goodtables.okfnlabs.org
631f4fe04b854b45a4a1c3180a1061cb,55eab6ba-cf84-476d-a52d-f8a333226672,allegheny-county,2016-08-29,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Allegheny_County_Owned_Bridges/FeatureServer/0,,0,,45efb89f7c7b4ff1870a9225dc3fdaa2,2016-08-30 13:39:14.475337+00:00,http://goodtables.okfnlabs.org
